,Engagements,Followers at Posting,Date,Day,Month,Day,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Hashtags,Tags
688,,27392245,3/24/2018,Saturday,3,24,23:14,23,8,Album,"The @houstonrockets, @sixers, @detroitpistons, @orlandomagic, @lakers and @hornets each WIN on Saturday!",28,104,6,0,[],"['@houstonrockets,', '@sixers,', '@detroitpistons,', '@orlandomagic,', '@lakers', '@hornets']"
689,,27381113,3/23/2018,Friday,3,23,22:50,22,8,Photo,@kyle_lowry7 records his 3rd triple-double of the season for the @raptors with 25p/12a/10r!,31,91,2,0,[],"['@kyle_lowry7', '@raptors']"
690,,27381113,3/23/2018,Friday,3,23,22:41,22,8,Video,@rudygay drives down the lane for the @spurs SLAM!,25,50,2,0,[],"['@rudygay', '@spurs']"
691,,27381113,3/23/2018,Friday,3,23,22:16,22,8,Video,@russwest44 steps through for the @okcthunder bucket!,20,53,2,0,[],"['@russwest44', '@okcthunder']"
692,,27381113,3/23/2018,Friday,3,23,9:58,9,4,Photo,Join us in wishing @gordonhayward of the @celtics a HAPPY 28th BIRTHDAY! #NBABDAY,34,81,2,1,['#NBABDAY'],"['@gordonhayward', '@celtics']"
693,,27342390,3/20/2018,Tuesday,3,20,22:07,22,8,Video,"Pass, Pass, Pass, Pass, Pass, Shoot!",10,36,0,0,[],[]
694,,27342390,3/20/2018,Tuesday,3,20,8:42,8,3,Video,@kingjames (40p/12r/10a/W) and @giannis_an34 (37p/11r/5a) duel in Cleveland!,31,76,2,0,[],"['@kingjames', '@giannis_an34']"
695,,27330792,3/20/2018,Tuesday,3,20,1:02,1,1,Album,16 teams hit the floor for a busy Monday night in the NBA!,25,58,0,0,[],[]
696,,27330792,3/19/2018,Monday,3,19,22:53,22,8,Video,Vince Carter with the steal and SLAM!,20,37,0,0,[],[]
697,,27330792,3/19/2018,Monday,3,19,19:42,19,7,Video,@zo and @juliusrandle30 run the perfect pick & roll for the @lakers!,24,68,3,0,[],"['@zo', '@juliusrandle30', '@lakers!']"
698,,27330792,3/19/2018,Monday,3,19,19:30,19,7,Video,@kevinlove gets on the board in his return to the @cavs lineup @nbaonespn!,21,74,3,0,[],"['@kevinlove', '@cavs', '@nbaonespn!']"
699,,27320429,3/18/2018,Sunday,3,18,21:42,21,8,Video,@jharden13 gifts a bearded little guy! #ThisIsWhyWePlay,26,55,1,1,['#ThisIsWhyWePlay'],['@jharden13']
700,,27320429,3/18/2018,Sunday,3,18,12:02,12,5,Album,As we check in on the rookie stat leaders... which rook has impressed you the most?,22,83,0,0,[],[]
701,,27307476,3/18/2018,Sunday,3,18,0:52,0,1,Album,Swipe through to recap Saturdayís NBA action!,23,45,0,0,[],[]
702,,27307476,3/17/2018,Saturday,3,17,19:43,19,7,Video,Which @jabariparker SLAM did you like better?!?,25,47,1,0,[],['@jabariparker']
703,,27293450,3/16/2018,Friday,3,16,22:19,22,8,Photo,@russwest44 notches his 22nd triple-double of the season for the @okcthunder with 16p/10r/11a!,28,94,2,0,[],"['@russwest44', '@okcthunder']"
704,,27280967,3/15/2018,Thursday,3,15,23:18,23,8,Video,@spidadmitchell keeps the dribble alive for the triple!,20,55,1,0,[],['@spidadmitchell']
705,,27280967,3/15/2018,Thursday,3,15,21:54,21,8,Photo,@bensimmons records his 8th triple-double of the season (2nd most by rookie all-time) for the @sixers with 13p/12a/10r!,33,119,2,0,[],"['@bensimmons', '@sixers']"
706,,27280967,3/15/2018,Thursday,3,15,20:28,20,7,Photo,"Congrats to @bensimmons of the @sixers on becoming the third rookie in @NBAHistory (Oscar Robertson & @MagicJohnson) with 1000 points, 500 rebounds and 500 assists in their rookie season! 
#ThisIsWhyWePlay #HereTheyCome",47,219,4,2,"['#ThisIsWhyWePlay', '#HereTheyCome']","['@bensimmons', '@sixers', '@NBAHistory', '@MagicJohnson)']"
707,,27265726,3/14/2018,Wednesday,3,14,20:55,20,7,Video,@jaytatum0 again!,13,17,1,0,[],['@jaytatum0']
708,,27251542,3/13/2018,Tuesday,3,13,22:09,22,8,Photo,@russwest44 notches his 21st triple-double of the season (100th career) for the @okcthunder with 32p/12r/12a!,30,109,2,0,[],"['@russwest44', '@okcthunder']"
709,,27251542,3/13/2018,Tuesday,3,13,21:20,21,8,Video,@russwest44 dazzles to the rim!,18,31,1,0,[],['@russwest44']
710,,27235388,3/12/2018,Monday,3,12,14:35,14,5,Video,Which was your favorite assist of the week?? #AssistsOfTheWeek,22,62,0,1,['#AssistsOfTheWeek'],[]
711,,27222832,3/11/2018,Sunday,3,11,19:53,19,7,Video,@zo works on getting to the basket ahead of tonightís @lakers action 9pm/et @nbaonespn!,26,87,3,0,[],"['@zo', '@lakers', '@nbaonespn!']"
712,,27222832,3/11/2018,Sunday,3,11,19:14,19,7,Photo,@jokara95 notches his 7th triple-double of the season for the @nuggets with 20p/11r/10a in 17 minutes!,32,102,2,0,[],"['@jokara95', '@nuggets']"
713,,27222832,3/11/2018,Sunday,3,11,18:38,18,7,Video,?? @jokara95 ??,10,15,1,0,[],['@jokara95']
714,,27222832,3/11/2018,Sunday,3,11,15:49,15,6,Photo,Check out the @karltowns Nike Hyperdunk PE available tomorrow exclusively @houseofhoops Harlem and Mall of America! ?? #NBAKicks,36,128,2,1,['#NBAKicks'],"['@karltowns', '@houseofhoops']"
715,,27222832,3/11/2018,Sunday,3,11,5:06,5,2,Video,?? the @spurs and @okcthunder micíd up in OKC! ??,23,49,2,0,[],"['@spurs', '@okcthunder']"
716,,27207977,3/10/2018,Saturday,3,10,19:19,19,7,Video,@fskpart3 with the fake for the @hornets!,17,41,2,0,[],"['@fskpart3', '@hornets!']"
717,,27191643,3/9/2018,Friday,3,9,21:54,21,8,Video,@jharden13 and @demar_derozan trade buckets late in thriller up North!,26,70,2,0,[],"['@jharden13', '@demar_derozan']"
718,,27191643,3/9/2018,Friday,3,9,21:34,21,8,Video,@spidadmitchell with the quickness!,19,35,1,0,[],['@spidadmitchell']
719,,27191643,3/9/2018,Friday,3,9,20:54,20,7,Video,?? @giannis_an34 @ebled2 ??,16,27,2,0,[],"['@giannis_an34', '@ebled2']"
720,,27178891,3/8/2018,Thursday,3,8,23:04,23,8,Video,The @warriors move the ball to set up the @javalemcgee SLAM!,26,60,2,0,[],"['@warriors', '@javalemcgee']"
721,,27141557,3/8/2018,Thursday,3,8,0:17,0,1,Photo,?? straight wins for the @pelicansnba ...to tie their franchise record!,22,71,1,0,[],['@pelicansnba']
722,,27129868,3/6/2018,Tuesday,3,6,22:59,22,8,Video,A pinned wedgie!,10,16,0,0,[],[]
723,,27117410,3/5/2018,Monday,3,5,20:35,20,7,Video,@larrydn7 throws down 5 dunks in the first-half for the @cavs!,24,62,2,0,[],"['@larrydn7', '@cavs!']"
724,,27086452,3/3/2018,Saturday,3,3,23:26,23,8,Video,@zo breaks the tie with the triple!,17,35,1,0,[],['@zo']
725,,27086452,3/3/2018,Saturday,3,3,21:57,21,8,Photo,@kingjames notches his 13th triple-double of the season for the @cavs with 25p/15a/10r.,32,87,2,0,[],"['@kingjames', '@cavs']"
726,,27086452,3/3/2018,Saturday,3,3,20:48,20,7,Photo,The POSTER!,10,11,0,0,[],[]
727,,27086452,3/3/2018,Saturday,3,3,1:25,1,1,Album,20 teams hit the floor for a busy Friday night around the Association!,24,70,0,0,[],[]
728,,27072746,3/2/2018,Friday,3,2,22:04,22,8,Video,@andreís STEAL & SLAM seals the @warriors W!,24,44,2,0,[],"['@andreís', '@warriors']"
729,,27072746,3/2/2018,Friday,3,2,8:18,8,3,Video,@kingjames with a moment of ?? #NBABreakdown,23,44,1,1,['#NBABreakdown'],['@kingjames']
730,,27058707,3/1/2018,Thursday,3,1,22:49,22,8,Video,@joelembiid fades over two defenders!,19,37,1,0,[],['@joelembiid']
731,,27046602,2/28/2018,Wednesday,2,28,21:36,21,8,Video,It doesnít count... but that was nice!,18,38,0,0,[],[]
732,,27031121,2/27/2018,Tuesday,2,27,22:23,22,8,Video,@dwyanewadeís mother and sister were in the house for his 27-point night! #thisiswhyweplay,26,90,1,1,['#thisiswhyweplay'],['@dwyanewadeís']
733,,27031121,2/27/2018,Tuesday,2,27,19:19,19,7,Photo,"Congrats to @DwightHoward of the @hornets for moving up to 17th on the NBA's ALL-TIME REBOUNDS list!

#BuzzCity #ThisIsWhyWePlay",46,128,2,2,"['#BuzzCity', '#ThisIsWhyWePlay']","['@DwightHoward', '@hornets']"
734,,26989100,2/24/2018,Saturday,2,24,20:26,20,7,Video,@kyrieirving with the LEFT for the @celtics!,23,44,2,0,[],"['@kyrieirving', '@celtics!']"
735,,26989100,2/24/2018,Saturday,2,24,18:59,18,7,Photo,@russwest44 rocks his #NBACNY #NBAKicks for todayís #NBAonABC action!,28,69,1,3,"['#NBACNY', '#NBAKicks', '#NBAonABC']",['@russwest44']
736,,26976706,2/23/2018,Friday,2,23,21:44,21,8,Photo,@kingjames has recorded his 11th triple-double of the season for the @cavs with 14/10/10!,30,89,2,0,[],"['@kingjames', '@cavs']"
737,,26976706,2/23/2018,Friday,2,23,18:34,18,7,Video,?? @cp3 arrives for tonightís @houstonrockets action @nbaonespn! #GoTexanDay,29,76,3,1,['#GoTexanDay'],"['@cp3', '@houstonrockets', '@nbaonespn!']"
738,,26976706,2/23/2018,Friday,2,23,16:07,16,6,Video,"The @houstonrockets run the pick & roll to perfection! #NBABreakdown
...
@timberwolves/@houstonrockets 8pm/et @nbaonespn",33,120,4,1,['#NBABreakdown'],"['@houstonrockets', '@timberwolves/@houstonrockets', '@nbaonespn']"
739,,26964965,2/22/2018,Thursday,2,22,22:13,22,8,Photo,"Congrats to @KingJames of the @cavs on becoming the 7th player in @NBAHistory to reach 11,000 FIELD GOALS MADE! 
#ThisIsWhyWePlay #AllForOne",46,140,3,2,"['#ThisIsWhyWePlay', '#AllForOne']","['@KingJames', '@cavs', '@NBAHistory']"
740,,26964965,2/22/2018,Thursday,2,22,11:54,11,4,Album,"Ahead of Week 19 NBA action, we check in with the stat leaders for the 2017-18 season!",29,86,0,0,[],[]
741,,26950543,2/21/2018,Wednesday,2,21,10:13,10,4,Video,???? @spidadmitchell micíd up at the #KickstartRisingsStars game! (repost @nbaallstar),29,86,2,1,['#KickstartRisingsStars'],"['@spidadmitchell', '@nbaallstar)']"
742,,26905305,2/19/2018,Monday,2,19,19:19,19,7,Video,Who had your favorite #NBAKicks at the 2018 #NBAAllStar Game?,31,61,0,2,"['#NBAKicks', '#NBAAllStar']",[]
743,,26905305,2/19/2018,Monday,2,19,13:47,13,5,Album,"Coming at ya! #NBAAllStar ...
(??: @adbphotoinc)",30,48,1,1,['#NBAAllStar'],['@adbphotoinc)']
744,,26873604,2/18/2018,Sunday,2,18,22:23,22,8,Photo,????????,1,8,0,0,[],[]
745,,26873604,2/18/2018,Sunday,2,18,21:29,21,8,Video,Watch your head! #NBAllStar,19,27,0,1,['#NBAllStar'],[]
746,,26873604,2/18/2018,Sunday,2,18,20:48,20,7,Album,@kyrieirving greets a trio of NBA ROYALTY! #NBAAllStar,27,54,1,1,['#NBAAllStar'],['@kyrieirving']
747,,26873604,2/18/2018,Sunday,2,18,19:47,19,7,Photo,@stephencurry30 rockiní the #Curry4 tonight!,23,44,1,1,['#Curry4'],['@stephencurry30']
748,,26873604,2/18/2018,Sunday,2,18,16:51,16,6,Photo,Tell us WHO YA GOT using #KiaWhoYaGot #Sweeps for a chance to win an official @nbaallstar jersey!,32,97,1,2,"['#KiaWhoYaGot', '#Sweeps']",['@nbaallstar']
749,,26873604,2/18/2018,Sunday,2,18,12:09,12,5,Video,Clutch #NBAAllStar buckets by Magic & MJ! #NBABreakdown (?? 8pm/et @nbaontnt),37,77,1,2,"['#NBAAllStar', '#NBABreakdown']",['@nbaontnt)']
750,,26873604,2/18/2018,Sunday,2,18,1:08,1,1,Video,?? @spidadmitchell captures the 2018 #VerizonDunk title!,28,56,1,1,['#VerizonDunk'],['@spidadmitchell']
751,,26873604,2/18/2018,Sunday,2,18,0:25,0,1,Video,@dbook gets HOT to win the #JBL3PT!,24,35,1,1,['#JBL3PT!'],['@dbook']
752,,26847930,2/17/2018,Saturday,2,17,23:34,23,8,Video,When your boy wins the #JBL3PT!,22,31,0,1,['#JBL3PT!'],[]
753,,26847930,2/17/2018,Saturday,2,17,22:36,22,8,Video,@spidadmitchell pays tribute to Vince Carter to win the #VerizonDunk!,27,69,1,1,['#VerizonDunk!'],['@spidadmitchell']
754,,26847930,2/17/2018,Saturday,2,17,22:08,22,8,Video,@desmith4 with the first perfect score of the evening! #VerizonDunk,26,67,1,1,['#VerizonDunk'],['@desmith4']
755,,26847930,2/17/2018,Saturday,2,17,15:41,15,6,Video,Ayyy... get it @vicoladipo! #NBAAllStar,22,39,1,1,['#NBAAllStar'],['@vicoladipo!']
756,,26847930,2/17/2018,Saturday,2,17,13:32,13,5,Photo,?Talkiní #NBAKicks ahead of #NBAAllStar practice!?,26,50,0,2,"['#NBAKicks', '#NBAAllStar']",[]
757,,26847930,2/17/2018,Saturday,2,17,2:19,2,1,Video,#TeamClippers defeats #TeamLakers 75-66 in the #RufflesCelebGame!,28,65,0,3,"['#TeamClippers', '#TeamLakers', '#RufflesCelebGame!']",[]
758,,26788765,2/13/2018,Tuesday,2,13,23:27,23,8,Photo,"The first to 3,000 #NBAFantasy Points... @russwest44 of the @okcthunder!",31,72,2,1,['#NBAFantasy'],"['@russwest44', '@okcthunder!']"
759,,26788765,2/13/2018,Tuesday,2,13,22:43,22,8,Video,For the young ones! #ThisIsWhyWePlay,21,36,0,1,['#ThisIsWhyWePlay'],[]
760,,26788765,2/13/2018,Tuesday,2,13,1:06,1,1,Album,Swipe through to recap Mondayís NBA action!,24,43,0,0,[],[]
761,,26776254,2/12/2018,Monday,2,12,20:06,20,7,Video,"Lou Williams tosses, @deandre finishes!",20,39,1,0,[],['@deandre']
762,,26759980,2/11/2018,Sunday,2,11,19:18,19,7,Photo,Celtic Pride!,11,13,0,0,[],[]
763,,26759980,2/11/2018,Sunday,2,11,19:09,19,7,Video,@jcollins20_ ... #THISisWhyWePlay,24,33,1,1,['#THISisWhyWePlay'],['@jcollins20_']
764,,26759980,2/11/2018,Sunday,2,11,18:09,18,7,Video,#VerizonDunk contestant @vicoladipo breaks free ??,24,50,1,1,['#VerizonDunk'],['@vicoladipo']
765,,26759980,2/11/2018,Sunday,2,11,16:14,16,6,Video,@kyrieirving steps back for the @celtics bucket! #NBAonABC,27,58,2,1,['#NBAonABC'],"['@kyrieirving', '@celtics']"
766,,26759980,2/11/2018,Sunday,2,11,8:04,8,3,Video,??@money23green & @greenranger14 micíd up in Oakland!??,26,55,2,0,[],"['@money23green', '@greenranger14']"
767,,26759980,2/11/2018,Sunday,2,11,0:17,0,1,Album,Tonightís winners from a 7 game night around the association!,21,61,0,0,[],[]
768,,26759980,2/10/2018,Saturday,2,10,23:14,23,8,Photo,"@antdavis23 explodes for 44 PTS, 17 REB, 6 STL & 3 BLK in @pelicansnba 2OT thrilling victory!",39,93,2,0,[],"['@antdavis23', '@pelicansnba']"
769,,26743966,2/10/2018,Saturday,2,10,22:26,22,8,Video,@stephencurry30 brings out another one from his bag of tricks to find @javalemcgee on #NBAonABC!,32,96,2,1,['#NBAonABC!'],"['@stephencurry30', '@javalemcgee']"
770,,26728009,2/9/2018,Friday,2,9,23:16,23,8,Video,Wait.. run that back! ??,15,24,0,0,[],[]
771,,26728009,2/9/2018,Friday,2,9,20:34,20,7,Video,Flash Back!,10,11,0,0,[],[]
772,,26706824,2/8/2018,Thursday,2,8,1:53,1,1,Album,Swipe through to recap Wednesdayís five games!,24,46,0,0,[],[]
773,,26693538,2/7/2018,Wednesday,2,7,8:06,8,3,Photo,Join us in wishing @isaiahthomas of the @cavs a HAPPY 29th BIRTHDAY! #NBABDAY,32,77,2,1,['#NBABDAY'],"['@isaiahthomas', '@cavs']"
774,,26684644,2/7/2018,Wednesday,2,7,0:33,0,1,Video,@ygtrece coming at ya! #PhantomCam,18,34,1,1,['#PhantomCam'],['@ygtrece']
775,,26669330,2/6/2018,Tuesday,2,6,10:19,10,4,Album,30 years ago today... Michael Jordan took flight in the famous 1988 @nbaallstar Slam Dunk Contest in Chicago!,33,109,1,0,[],['@nbaallstar']
776,,26669330,2/6/2018,Tuesday,2,6,1:44,1,1,Album,14 teams in action on Monday!,16,29,0,0,[],[]
777,,26669330,2/5/2018,Monday,2,5,17:35,17,6,Video,The TOP #AssistsOfTheWeek... which was your fave?,24,49,0,1,['#AssistsOfTheWeek...'],[]
778,,26653780,2/4/2018,Sunday,2,4,13:30,13,5,Video,@giannis_an34 drops a MANís JAM in Brooklyn!,24,44,1,0,[],['@giannis_an34']
779,,26653780,2/4/2018,Sunday,2,4,11:48,11,4,Video,Ahead of todayís @okcthunder #NBAonABC action (2pm/et vs. @lakers)... we showcase @ygtreceís BEST SWATS!,39,104,3,1,['#NBAonABC'],"['@okcthunder', '@lakers)...', '@ygtreceís']"
780,,26653780,2/4/2018,Sunday,2,4,9:31,9,4,Video,Lefty! #PhantomCam,15,18,0,1,['#PhantomCam'],[]
781,,26653780,2/4/2018,Sunday,2,4,2:03,2,1,Video,?? @realtristan13 and @g.green14 micíd up in Cleveland! #NBAonABC ??,30,68,2,1,['#NBAonABC'],"['@realtristan13', '@g.green14']"
782,,26635831,2/3/2018,Saturday,2,3,21:59,21,8,Photo,The MOOD in DETROIT!,13,20,0,0,[],[]
783,,26635831,2/3/2018,Saturday,2,3,21:19,21,8,Video,Poetry in Motion... @kingjames down the lane! #NBAonABC #PhantomCam,28,67,1,2,"['#NBAonABC', '#PhantomCam']",['@kingjames']
784,,26635831,2/3/2018,Saturday,2,3,18:43,18,7,Video,@kingjames is feeling it ahead of tonightís #NBAonABC Primetime Action 8:30pm/et!,33,81,1,1,['#NBAonABC'],['@kingjames']
785,,26635831,2/3/2018,Saturday,2,3,14:48,14,5,Video,"@dwyanewade and @kingjames connect in transition off the steal! #NBABreakdown
?????
@cavs/@houstonrockets 8:30pm/et #NBAonABC",37,125,4,2,"['#NBABreakdown', '#NBAonABC']","['@dwyanewade', '@kingjames', '@cavs/@houstonrockets']"
786,,26620818,2/2/2018,Friday,2,2,19:43,19,7,Video,@mr_carter5 beats the buzzer to give the @hornets 49 first-quarter points!,27,74,2,0,[],"['@mr_carter5', '@hornets']"
787,,26620818,2/2/2018,Friday,2,2,0:45,0,1,Photo,@jokara95 notches his 3rd triple-double of the season for the @nuggets with 27p/13a/12r!,31,88,2,0,[],"['@jokara95', '@nuggets']"
788,,26606868,2/1/2018,Thursday,2,1,20:23,20,7,Photo,The #JBL3PT field at #NBAAllStar! (repost @nbaallstar),29,54,1,2,"['#JBL3PT', '#NBAAllStar!']",['@nbaallstar)']
789,,26606868,2/1/2018,Thursday,2,1,19:40,19,7,Video,@demar_derozan of the @raptors named Eastern Conference Kia NBA Player of the Month for January! #KiaPOTM,34,105,2,1,['#KiaPOTM'],"['@demar_derozan', '@raptors']"
790,,26606868,2/1/2018,Thursday,2,1,14:22,14,5,Photo,@miamiheat guard @the_1_dragon has been named by @nba Commissioner @adamsilvernba to replace injured Cavs Forward Kevin Love on #TeamLeBron in the 2018 #NBAAllStar Game. (repost @nbaallstar),42,190,5,2,"['#TeamLeBron', '#NBAAllStar']","['@miamiheat', '@the_1_dragon', '@nba', '@adamsilvernba', '@nbaallstar)']"
791,,26593385,1/31/2018,Wednesday,1,31,22:18,22,8,Photo,@nicbatum88 notches his 8th career triple-double with 10p/11r/10a for the @hornets!,26,83,2,0,[],"['@nicbatum88', '@hornets!']"
792,,26593385,1/31/2018,Wednesday,1,31,20:00,20,7,Photo,New threads for @blakegriffin32!,22,32,1,0,[],['@blakegriffin32!']
793,,26579605,1/30/2018,Tuesday,1,30,21:23,21,8,Video,Donít blink... or youíll miss @manuginobiliís dish!,22,51,1,0,[],['@manuginobiliís']
794,,26579605,1/30/2018,Tuesday,1,30,20:21,20,7,Video,@jharden13 sets up @ccapela15 through the legs!,21,47,2,0,[],"['@jharden13', '@ccapela15']"
795,,26579605,1/30/2018,Tuesday,1,30,19:13,19,7,Photo,@detroitpistons center @andredrummondd has been named by @nba Commissioner @adamsilvernba to replace injured Wizards guard John Wall on #TeamLeBron in the 2018 #NBAAllStar Game. (repost @nbaallstar),41,198,5,2,"['#TeamLeBron', '#NBAAllStar']","['@detroitpistons', '@andredrummondd', '@nba', '@adamsilvernba', '@nbaallstar)']"
796,,26565301,1/29/2018,Monday,1,29,21:53,21,8,Video,@desmith4 stays composed to beat the buzzer!,20,44,1,0,[],['@desmith4']
797,,26565301,1/29/2018,Monday,1,29,15:27,15,6,Video,The TOP #AssistsOfTheWeek... which was your fave?,24,49,0,1,['#AssistsOfTheWeek...'],[]
798,,26517341,1/26/2018,Friday,1,26,22:26,22,8,Photo,"@marcgasol notches his first triple-double of the season for the @memgrizz with 13p, 12r, 10a.",29,94,2,0,[],"['@marcgasol', '@memgrizz']"
799,,26517341,1/26/2018,Friday,1,26,22:24,22,8,Photo,@kporzee of the @nyknicks is the first to 100 blocks this season!,22,65,2,0,[],"['@kporzee', '@nyknicks']"
800,,26517341,1/26/2018,Friday,1,26,8:38,8,3,Video,Happy 41st Birthday to the high-flying Vince Carter! #NBABDAY,30,61,0,1,['#NBABDAY'],[]
801,,26505073,1/25/2018,Thursday,1,25,22:50,22,8,Video,"@stephencurry30 scores his 14,000th career points in style!",22,59,1,0,[],['@stephencurry30']
802,,26505073,1/25/2018,Thursday,1,25,21:06,21,8,Video,@bradbeal3 off the dribble to the rack @nbaontnt!,18,49,2,0,[],"['@bradbeal3', '@nbaontnt!']"
803,,26505073,1/25/2018,Thursday,1,25,20:59,20,7,Photo,The Future of Flight.... @jumpman23 x @nbaallstar!,26,50,2,0,[],"['@jumpman23', '@nbaallstar!']"
804,,26505073,1/25/2018,Thursday,1,25,20:08,20,7,Album,"Live from the FUTURE OF FLIGHT in LA, the 2018 @jumpman23 @nbaallstar uniforms are revealed!",38,92,2,0,[],"['@jumpman23', '@nbaallstar']"
805,,26505073,1/25/2018,Thursday,1,25,14:30,14,5,Video,The @washwizards @nbaallstar backcourt turn defense into quick buckets! #NBABreakdown ...Wizards/Thunder 8pm/et @nbaontnt,33,121,3,1,['#NBABreakdown'],"['@washwizards', '@nbaallstar', '@nbaontnt']"
806,,26505073,1/25/2018,Thursday,1,25,9:48,9,4,Video,@nbaallstar captains @kingjames and @stephencurry30 will draft their #NBAAllStar teams today.... announced 7pm/et @nbaontnt!,35,124,4,1,['#NBAAllStar'],"['@nbaallstar', '@kingjames', '@stephencurry30', '@nbaontnt!']"
807,,26488016,1/24/2018,Wednesday,1,24,22:09,22,8,Video,@jharden13 and @ccapela15 convert the long-distance oop!,23,56,2,0,[],"['@jharden13', '@ccapela15']"
808,,26488016,1/24/2018,Wednesday,1,24,18:29,18,7,Photo,The WORLD vs. the U.S ....presenting the #KickStartRisingStars rosters for @nbaallstar!,31,87,1,1,['#KickStartRisingStars'],['@nbaallstar!']
809,,26475735,1/23/2018,Tuesday,1,23,20:33,20,7,Photo,"A club of ONE! 
@KingJames  is the ONLY player in  @NBAHistory  with 30,000 points, 7,000 rebounds and 7,000 assists!

#ThisIsWhyWePlay",43,135,2,1,['#ThisIsWhyWePlay'],"['@KingJames', '@NBAHistory']"
810,,26475735,1/23/2018,Tuesday,1,23,1:22,1,1,Album,Swipe through to recap Mondayís 9 games!,23,40,0,0,[],[]
811,,26449203,1/21/2018,Sunday,1,21,1:27,1,1,Album,Swipe through to recap Saturdayís NBA action!,23,45,0,0,[],[]
812,,26433325,1/20/2018,Saturday,1,20,22:56,22,8,Video,BANG! - #MikeBreen #NBAonABC,16,28,0,2,"['#MikeBreen', '#NBAonABC']",[]
813,,26433325,1/20/2018,Saturday,1,20,21:56,21,8,Photo,@k_mid22 notches his first career triple-double with 23p/14r/10a for the @bucks.,30,80,2,0,[],"['@k_mid22', '@bucks.']"
814,,26433325,1/20/2018,Saturday,1,20,20:03,20,7,Video,@boogiecousins off the dribble!,18,31,1,0,[],['@boogiecousins']
815,,26433325,1/20/2018,Saturday,1,20,17:12,17,6,Video,?? BABY RACE ALERT in Cleveland ??,17,34,0,0,[],[]
816,,26433325,1/20/2018,Saturday,1,20,16:35,16,6,Video,Ahead of tonightís @houstonrockets #NBAonABC action (8:30pm/et vs. @warriors)... we showcase @cp3ís handles!,37,108,3,1,['#NBAonABC'],"['@houstonrockets', '@warriors)...', '@cp3ís']"
817,,26433325,1/20/2018,Saturday,1,20,15:44,15,6,Photo,A brotherhood... #ThisIsWhyWePlay,20,33,0,1,['#ThisIsWhyWePlay'],[]
818,,26433325,1/20/2018,Saturday,1,20,9:48,9,4,Video,Did you BELIEVE? @iammontaellis & the unforgettable 2007 Warriors with this @tissot.us Buzzer Beater! #ThisIsYourTime,38,117,2,1,['#ThisIsYourTime'],"['@iammontaellis', '@tissot.us']"
819,,26433325,1/19/2018,Friday,1,19,23:51,23,8,Video,@kporzee gets to the rim for the @nyknicks!,19,43,2,0,[],"['@kporzee', '@nyknicks!']"
820,,26424404,1/19/2018,Friday,1,19,8:43,8,3,Photo,"The @NBAAllStar reserves (as selected by NBA head coaches) will be revealed 6pm/et January 23 @NBAonTNT.............
The #NBAAllStar team rosters (as drafted by team captains @kingjames and @stephencurry30) will be revealed 7pm/et January 25 @NBAonTNT.",43,252,5,1,['#NBAAllStar'],"['@NBAAllStar', '@NBAonTNT.............', '@kingjames', '@stephencurry30)', '@NBAonTNT.']"
821,,26412583,1/18/2018,Thursday,1,18,19:34,19,7,Video,@isaiahthomas tosses... @kingjames finishes!,17,44,2,0,[],"['@isaiahthomas', '@kingjames']"
822,,26412583,1/18/2018,Thursday,1,18,17:34,17,6,Video,Derrick Roseís biggest fan @impjrose cheers him on! #ThisIsWhyWePlay,30,68,1,1,['#ThisIsWhyWePlay'],['@impjrose']
823,,26412583,1/18/2018,Thursday,1,18,10:02,10,4,Album,???? 2018 @NBAAllStar Game Entertainment ????????????? ??. ????????? ????????? ????????? ?? #NBAllStar Intros: @KevinHart4real ????????? ????????? ????????? ???? Anthem: @Fergie ????????? ????????? ????????? ????????? ???? Anthem: @barenakedladiesmusic ??? ????????? ????????? ????????? ???? #NBAAllStar Halftime: @Pharrell & @NERD,44,331,6,2,"['#NBAllStar', '#NBAAllStar']","['@NBAAllStar', '@KevinHart4real', '@Fergie', '@barenakedladiesmusic', '@Pharrell', '@NERD']"
824,,26396647,1/17/2018,Wednesday,1,17,20:04,20,7,Video,The @hornets convert on multiple 4-point plays early!,22,53,1,0,[],['@hornets']
825,,26380183,1/16/2018,Tuesday,1,16,20:28,20,7,Video,"Smooth moves, @jaytatum0!",17,25,1,0,[],['@jaytatum0!']
826,,26380183,1/16/2018,Tuesday,1,16,4:03,4,2,Video,?? @isaiahthomas and @money23green micíd up in Cleveland!,26,57,2,0,[],"['@isaiahthomas', '@money23green']"
827,,26380183,1/15/2018,Monday,1,15,23:20,23,8,Video,@cp3 sets up @ccapela15 for the SLAM!,22,37,2,0,[],"['@cp3', '@ccapela15']"
828,,26367508,1/15/2018,Monday,1,15,21:32,21,8,Video,@dwyanewade tosses it to @unclejeffgreen to close out the half @nbaontnt!,22,73,3,0,[],"['@dwyanewade', '@unclejeffgreen', '@nbaontnt!']"
829,,26367508,1/15/2018,Monday,1,15,18:23,18,7,Video,@milosteodosic4 finds a way to feed @blakegriffin32! #NBABreakdown ??: Rockets/Clippers 10:30pm/et @nbaontnt,36,108,3,1,['#NBABreakdown'],"['@milosteodosic4', '@blakegriffin32!', '@nbaontnt']"
